venue,innings,batting_team,bowling_team,bat1,bat2,bat3,bat4,bat5,bat6,bat7,bat8,bat9,bat10,bow1,bow2,bow3,bow4,bow5,bow6,runs_off_bat,extras,Total_score,player_dismissed
4,2,5,7,144,413,243.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,376,499,14.0,0.0,0.0,0.0,28,2,30,2
30,1,3,6,70,419,43.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,359,187,0.0,0.0,0.0,0.0,38,0,38,2
30,2,6,3,182,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,69,20.0,30.0,115.0,0.0,42,4,46,0
30,1,2,4,407,432,166.0,216.0,511.0,0.0,0.0,0.0,0.0,0.0,429,132,112.0,0.0,0.0,0.0,46,5,51,3
30,2,4,2,448,112,40.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,65,166,408.0,339.0,0.0,0.0,40,2,42,2
13,1,1,7,142,107,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,499,14.0,459.0,0.0,0.0,52,4,56,1
13,2,7,1,474,26,368.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,10,126,336.0,0.0,0.0,0.0,47,3,50,2
13,1,0,6,264,286,426.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,6,359,326.0,187.0,0.0,0.0,51,1,52,2
13,2,6,0,386,187,351.0,251.0,483.0,0.0,0.0,0.0,0.0,0.0,178,410,240.0,0.0,0.0,0.0,30,3,33,3
13,1,5,4,371,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,429,112.0,197.0,0.0,0.0,40,2,42,0
13,2,4,5,112,508,40.0,442.0,448.0,0.0,0.0,0.0,0.0,0.0,506,288,427.0,428.0,0.0,0.0,25,1,26,3
20,1,1,2,142,485,475.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,65,166,339.0,408.0,0.0,0.0,28,10,38,2
20,2,2,1,407,432,244.0,511.0,216.0,0.0,0.0,0.0,0.0,0.0,10,336,275.0,0.0,0.0,0.0,33,4,37,3
28,1,4,0,448,112,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,410,0.0,0.0,0.0,0.0,47,2,49,2
28,2,0,4,331,426,286.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,429,132,112.0,0.0,0.0,0.0,34,1,35,2
18,1,3,7,70,419,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,14.0,0.0,0.0,0.0,29,2,31,1
18,2,7,3,26,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,299,256.0,76.0,0.0,0.0,48,2,50,0
18,1,2,7,407,432,244.0,511.0,216.0,0.0,0.0,0.0,0.0,0.0,369,376,14.0,0.0,0.0,0.0,35,4,39,3
18,2,7,2,26,156,474.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,65,166,408.0,380.0,0.0,0.0,46,0,46,2
20,1,1,5,142,485,24.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,288,13,427.0,0.0,0.0,0.0,33,2,35,2
20,2,5,1,371,144,320.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,10,126,41.0,275.0,0.0,0.0,18,6,24,2
30,1,0,3,331,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,56,20.0,256.0,76.0,0.0,46,8,54,0
30,2,3,0,70,419,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,410,259.0,0.0,0.0,0.0,55,1,56,1
18,1,1,6,142,485,257.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,326,187,60.0,0.0,0.0,0.0,37,0,37,3
18,2,6,1,386,187,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,41,275.0,0.0,0.0,0.0,27,0,27,1
13,1,5,3,320,371,413.0,321.0,173.0,506.0,0.0,0.0,0.0,0.0,76,96,22.0,20.0,0.0,0.0,45,1,46,4
13,2,3,5,70,419,509.0,76.0,115.0,0.0,0.0,0.0,0.0,0.0,288,13,0.0,0.0,0.0,0.0,28,1,29,3
13,1,0,2,148,331,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,166,380.0,408.0,0.0,0.0,50,0,50,1
13,2,2,0,407,432,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,470,259.0,347.0,0.0,0.0,28,1,29,1
30,1,4,1,448,197,442.0,301.0,40.0,0.0,0.0,0.0,0.0,0.0,126,41,336.0,0.0,0.0,0.0,23,7,30,3
30,2,1,4,142,107,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,132,361.0,0.0,0.0,0.0,60,0,60,1
30,1,6,7,187,284,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,14.0,0.0,0.0,0.0,33,0,33,1
30,2,7,6,26,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,187,326.0,366.0,0.0,0.0,56,8,64,0
30,1,1,7,142,107,485.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,340.0,0.0,0.0,0.0,47,2,49,2
30,2,7,1,26,156,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,10,336.0,475.0,485.0,0.0,79,5,84,1
18,1,0,6,331,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,187,359.0,6.0,0.0,0.0,51,1,52,0
18,2,6,0,187,284,366.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,178,296,416.0,0.0,0.0,0.0,58,1,59,2
18,1,7,6,26,474,156.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6,326,187.0,359.0,0.0,0.0,28,3,31,2
18,2,6,7,187,284,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,14.0,0.0,0.0,0.0,33,3,36,1
5,1,3,7,285,419,88.0,76.0,323.0,30.0,0.0,0.0,0.0,0.0,499,376,205.0,0.0,0.0,0.0,30,8,38,4
5,2,7,3,26,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,163,250.0,256.0,0.0,0.0,59,3,62,1
2,1,4,5,448,442,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,452,235.0,15.0,0.0,0.0,63,6,69,1
2,2,5,4,144,320,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,352,429.0,34.0,0.0,0.0,39,0,39,2
21,1,2,1,384,294,216.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,126,275,336.0,0.0,0.0,0.0,38,6,44,3
21,2,1,2,142,485,475.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,166,408,0.0,0.0,0.0,0.0,33,6,39,2
8,1,6,3,187,439,284.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,96,163,30.0,256.0,0.0,0.0,23,1,24,3
8,2,3,6,76,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,187,135.0,6.0,0.0,0.0,61,0,61,0
15,1,7,0,26,492,156.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,178,410,259.0,347.0,0.0,0.0,51,6,57,2
15,2,0,7,264,286,426.0,394.0,194.0,295.0,0.0,0.0,0.0,0.0,499,368,376.0,340.0,0.0,0.0,34,0,34,4
23,1,5,1,413,144,320.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,275,126,7.0,0.0,0.0,0.0,46,1,47,3
23,2,1,5,142,485,475.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,29,452,288.0,0.0,0.0,0.0,55,5,60,2
14,1,2,6,384,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,187.0,0.0,0.0,0.0,44,6,50,0
14,2,6,2,284,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,408,504.0,0.0,0.0,0.0,53,8,61,0
8,1,0,3,264,286,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,163,30.0,250.0,0.0,0.0,31,0,31,1
8,2,3,0,76,419,285.0,498.0,323.0,0.0,0.0,0.0,0.0,0.0,178,296,240.0,0.0,0.0,0.0,43,2,45,3
9,1,4,1,448,442,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,275,336.0,400.0,0.0,0.0,62,5,67,1
9,2,1,4,475,485,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,429,112.0,213.0,0.0,0.0,54,2,56,1
14,1,5,6,320,280,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,359.0,187.0,0.0,0.0,27,4,31,1
14,2,6,5,284,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,258,428.0,0.0,0.0,0.0,55,4,59,0
9,1,1,0,107,485,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,347,206.0,240.0,0.0,0.0,51,1,52,1
9,2,0,1,331,286,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,481,336.0,348.0,0.0,0.0,55,1,56,1
1,1,7,2,26,492,156.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,166,408,425.0,339.0,0.0,0.0,55,1,56,2
1,2,2,7,384,294,216.0,511.0,128.0,0.0,0.0,0.0,0.0,0.0,499,376,14.0,0.0,0.0,0.0,25,2,27,3
23,1,5,3,280,141,320.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,22,163,423.0,30.0,0.0,0.0,53,3,56,2
23,2,3,5,285,76,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,452,288.0,427.0,0.0,0.0,37,1,38,1
2,1,4,6,448,442,45.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,187.0,359.0,0.0,0.0,36,9,45,2
2,2,6,4,284,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,429,112.0,213.0,0.0,0.0,53,2,55,0
1,1,7,1,272,26,156.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7,126,501.0,400.0,0.0,0.0,45,2,47,2
1,2,1,7,107,485,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499,376,340.0,368.0,0.0,0.0,48,0,48,1
15,1,2,0,384,166,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,296,347.0,240.0,0.0,0.0,38,0,38,1
15,2,0,2,331,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,380,425.0,176.0,0.0,0.0,35,7,42,0
2,1,3,4,89,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,512,352.0,112.0,0.0,0.0,32,9,41,0
2,2,4,3,396,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,163,89.0,0.0,0.0,0.0,54,3,57,0
14,1,6,0,284,187,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,410,240.0,0.0,0.0,0.0,36,2,38,1
14,2,0,6,331,286,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,6.0,187.0,0.0,0.0,25,4,29,1
21,1,5,2,280,320,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,408,425.0,0.0,0.0,0.0,50,3,53,1
21,2,2,5,384,216,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,452,428.0,0.0,0.0,0.0,74,2,76,1
2,1,0,4,331,286,426.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,352,512,160.0,112.0,0.0,0.0,46,5,51,2
2,2,4,0,396,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,240,206.0,0.0,0.0,0.0,53,10,63,0
23,1,7,5,26,492,156.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,403,18,427.0,452.0,0.0,0.0,50,5,55,2
23,2,5,7,280,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499,376,368.0,356.0,0.0,0.0,50,4,54,0
21,1,3,2,89,419,298.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,65,166,425.0,490.0,0.0,0.0,42,8,50,2
21,2,2,3,384,294,511.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,423,22,89.0,20.0,0.0,0.0,39,3,42,2
14,1,1,6,107,485,24.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,187.0,359.0,0.0,0.0,63,1,64,2
14,2,6,1,284,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,481,336.0,0.0,0.0,0.0,41,5,46,0
23,1,5,0,280,320,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,470,259.0,0.0,0.0,0.0,55,3,58,1
23,2,0,5,264,286,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,403,452.0,0.0,0.0,0.0,58,0,58,1
5,1,4,7,396,442,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,205,340.0,376.0,0.0,0.0,48,4,52,1
5,2,7,4,26,156,272.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,160,352,512.0,429.0,0.0,0.0,41,9,50,4
9,1,1,3,107,485,142.0,217.0,334.0,0.0,0.0,0.0,0.0,0.0,89,96,163.0,115.0,0.0,0.0,59,3,62,3
9,2,3,1,89,419,298.0,285.0,115.0,0.0,0.0,0.0,0.0,0.0,126,23,7.0,0.0,0.0,0.0,33,3,36,3
2,1,2,4,384,424,294.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,352,512,429.0,160.0,0.0,0.0,35,13,48,2
2,2,4,2,396,442,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,425,166.0,490.0,339.0,0.0,38,7,45,1
15,1,6,0,284,187,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,296,178.0,0.0,0.0,0.0,48,4,52,1
15,2,0,6,264,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,6.0,187.0,0.0,0.0,54,2,56,0
9,1,1,5,107,485,142.0,334.0,226.0,0.0,0.0,0.0,0.0,0.0,506,403,27.0,452.0,0.0,0.0,49,3,52,3
9,2,5,1,280,320,141.0,18.0,27.0,506.0,0.0,0.0,0.0,0.0,275,23,7.0,481.0,0.0,0.0,38,1,39,4
8,1,3,7,419,89,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,205,14.0,161.0,0.0,0.0,39,7,46,2
8,2,7,3,156,26,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,423,20.0,256.0,0.0,0.0,56,3,59,1
21,1,2,6,424,294,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,359,135.0,187.0,0.0,0.0,41,0,41,1
21,2,6,2,284,187,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,408,425.0,339.0,0.0,0.0,50,1,51,1
15,1,0,5,264,286,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,403,452.0,443.0,418.0,0.0,66,0,66,1
15,2,5,0,280,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,410.0,0.0,0.0,0.0,56,6,62,0
2,1,4,7,396,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,369,14.0,205.0,0.0,0.0,49,4,53,0
2,2,7,4,156,26,492.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,160,429,512.0,112.0,0.0,0.0,40,0,40,2
8,1,3,2,419,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,380,425.0,176.0,0.0,0.0,50,3,53,0
8,2,2,3,294,128,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,183,256.0,89.0,0.0,0.0,66,3,69,1
9,1,1,6,107,485,142.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,6,359,8.0,187.0,0.0,0.0,53,1,54,2
9,2,6,1,187,97,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,7,124.0,0.0,0.0,0.0,36,2,38,1
31,1,5,7,280,320,443.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,369,131,376.0,161.0,14.0,0.0,43,5,48,2
31,2,7,5,492,26,368.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,506,443,44.0,258.0,0.0,0.0,47,5,52,2
15,1,0,4,264,286,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,160,429.0,0.0,0.0,0.0,35,7,42,1
15,2,4,0,396,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,111,347.0,0.0,0.0,0.0,44,2,46,0
24,1,2,5,294,128,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,443,506.0,0.0,0.0,0.0,47,5,52,1
24,2,5,2,280,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,380,176.0,339.0,0.0,0.0,65,5,70,0
8,1,3,1,419,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,124,336.0,7.0,0.0,0.0,46,4,50,0
8,2,1,3,107,142,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,20,30.0,69.0,0.0,0.0,40,4,44,1
14,1,6,7,284,187,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,161,376.0,293.0,0.0,0.0,40,6,46,1
14,2,7,6,26,272,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,6,135.0,187.0,0.0,0.0,30,2,32,1
21,1,4,2,396,442,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,166,239.0,339.0,0.0,0.0,51,0,51,2
21,2,2,4,21,128,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,512,429.0,160.0,0.0,0.0,55,1,56,1
31,1,0,7,264,286,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,368.0,161.0,131.0,0.0,53,2,55,1
31,2,7,0,272,26,474.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,347,111,416.0,0.0,0.0,0.0,33,4,37,2
14,1,3,6,419,89,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,187.0,0.0,0.0,0.0,58,3,61,1
14,2,6,3,409,187,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,163,20.0,0.0,0.0,0.0,45,3,48,1
9,1,1,2,107,485,142.0,334.0,217.0,0.0,0.0,0.0,0.0,0.0,380,166,239.0,339.0,0.0,0.0,38,7,45,3
9,2,2,1,128,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,275,7.0,348.0,0.0,0.0,37,2,39,0
24,1,4,5,448,442,50.0,447.0,197.0,0.0,0.0,0.0,0.0,0.0,506,443,44.0,18.0,0.0,0.0,43,4,47,3
24,2,5,4,280,320,141.0,443.0,18.0,0.0,0.0,0.0,0.0,0.0,512,132,429.0,0.0,0.0,0.0,28,6,34,3
31,1,7,6,156,26,474.0,368.0,272.0,0.0,0.0,0.0,0.0,0.0,135,359,187.0,0.0,0.0,0.0,30,5,35,3
31,2,6,7,284,351,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,14.0,340.0,0.0,0.0,33,5,38,1
2,1,4,1,82,442,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,336,7.0,23.0,0.0,0.0,36,8,44,1
2,2,1,4,107,485,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,101,160.0,112.0,0.0,0.0,64,5,69,1
15,1,3,0,419,89,70.0,115.0,285.0,30.0,0.0,0.0,0.0,0.0,347,111,0.0,0.0,0.0,0.0,20,2,22,4
15,2,0,3,264,286,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,22,20.0,0.0,0.0,0.0,56,11,67,1
24,1,5,6,280,320,35.0,443.0,18.0,0.0,0.0,0.0,0.0,0.0,6,135,359.0,344.0,0.0,0.0,29,1,30,3
24,2,6,5,284,187,230.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,443,235,427.0,27.0,0.0,0.0,59,0,59,2
15,1,0,1,264,286,295.0,426.0,274.0,0.0,0.0,0.0,0.0,0.0,126,10,481.0,0.0,0.0,0.0,34,5,39,3
15,2,1,0,485,107,475.0,142.0,217.0,0.0,0.0,0.0,0.0,0.0,347,111,0.0,0.0,0.0,0.0,27,6,33,3
10,1,2,7,128,424,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,376,293.0,0.0,0.0,0.0,39,4,43,1
10,2,7,2,26,272,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,166,425.0,176.0,0.0,0.0,42,3,45,1
14,1,4,6,352,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,359,344.0,187.0,0.0,0.0,31,3,34,1
14,2,6,4,284,187,230.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,512,101,352.0,0.0,0.0,0.0,34,0,34,2
8,1,5,3,443,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,22,256.0,183.0,0.0,0.0,46,0,46,0
8,2,3,5,419,70,89.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,506,443,235.0,0.0,0.0,0.0,38,4,42,2
10,1,2,0,128,424,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,111,178.0,347.0,0.0,0.0,46,3,49,1
10,2,0,2,264,286,426.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,380,166,489.0,0.0,0.0,0.0,46,3,49,2
9,1,7,1,26,272,474.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,126,10,481.0,7.0,0.0,0.0,37,1,38,2
9,2,1,7,107,485,475.0,142.0,257.0,0.0,0.0,0.0,0.0,0.0,499,293,161.0,14.0,0.0,0.0,39,0,39,3
8,1,4,3,45,396,447.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,423,22,183.0,419.0,0.0,0.0,41,1,42,2
8,2,3,4,419,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,101,352.0,112.0,0.0,0.0,41,3,44,0
5,1,4,6,396,442,39.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,326,135,359.0,0.0,0.0,0.0,46,8,54,2
5,2,6,4,187,351,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,101,429.0,0.0,0.0,0.0,44,0,44,1
5,1,0,7,264,286,394.0,426.0,295.0,0.0,0.0,0.0,0.0,0.0,14,369,376.0,0.0,0.0,0.0,33,6,39,3
5,2,7,0,26,156,474.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,347,111,0.0,0.0,0.0,0.0,22,1,23,2
5,1,7,6,26,54,272.0,368.0,14.0,0.0,0.0,0.0,0.0,0.0,6,326,135.0,0.0,0.0,0.0,24,3,27,3
5,2,6,7,187,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,14,340.0,0.0,0.0,0.0,31,2,33,0
5,1,0,4,264,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,429,512.0,101.0,0.0,0.0,38,2,40,0
5,2,4,0,396,442,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,111,178.0,0.0,0.0,0.0,31,2,33,1
15,1,0,3,391,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,506,240.0,187.0,0.0,0.0,43,2,45,1
15,2,3,0,294,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,472,347.0,405.0,0.0,0.0,46,6,52,0
22,1,7,5,396,167,216.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,184,13,173.0,427.0,0.0,0.0,44,0,44,2
22,2,5,7,35,351,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,135,163.0,134.0,0.0,0.0,28,3,31,1
9,1,1,4,107,485,480.0,36.0,320.0,0.0,0.0,0.0,0.0,0.0,160,429,34.0,288.0,0.0,0.0,37,1,38,3
9,2,4,1,116,442,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,258,166.0,481.0,0.0,0.0,26,5,31,1
8,1,3,7,187,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,134.0,0.0,0.0,0.0,44,2,46,0
8,2,7,3,396,167,61.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,170,240,506.0,183.0,0.0,0.0,29,1,30,2
24,1,1,5,107,485,36.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,452,13,173.0,427.0,0.0,0.0,26,4,30,2
24,2,5,1,35,351,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,258,166.0,366.0,0.0,0.0,46,11,57,1
14,1,6,4,267,483,475.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,429,288,213.0,34.0,0.0,0.0,19,5,24,2
14,2,4,6,116,442,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,124,126.0,8.0,0.0,0.0,38,2,40,1
21,1,0,2,391,426,394.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,352.0,0.0,0.0,0.0,28,3,31,2
21,2,2,0,333,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,472,178.0,0.0,0.0,0.0,64,1,65,1
22,1,7,6,407,396,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,190,392.0,124.0,0.0,0.0,36,5,41,1
22,2,6,7,267,475,512.0,483.0,24.0,0.0,0.0,0.0,0.0,0.0,135,163,296.0,0.0,0.0,0.0,27,1,28,3
24,1,5,3,35,351,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,240,187.0,457.0,0.0,0.0,25,6,31,1
24,2,3,5,294,187,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,13,443.0,315.0,0.0,0.0,59,3,62,1
15,1,0,6,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,124,190.0,475.0,0.0,0.0,44,1,45,0
15,2,6,0,267,475,51.0,483.0,24.0,0.0,0.0,0.0,0.0,0.0,178,472,347.0,0.0,0.0,0.0,32,1,33,3
22,1,7,2,407,396,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,352.0,0.0,0.0,0.0,47,1,48,1
22,2,2,7,26,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,296.0,0.0,0.0,0.0,56,6,62,0
8,1,5,3,443,35,141.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,65,457,240.0,170.0,0.0,0.0,35,1,36,2
8,2,3,5,187,142,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452,443,428.0,0.0,0.0,0.0,21,5,26,1
9,1,7,1,407,396,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,166,258.0,0.0,0.0,0.0,40,3,43,1
9,2,1,7,107,485,320.0,36.0,503.0,0.0,0.0,0.0,0.0,0.0,135,134,161.0,0.0,0.0,0.0,38,0,38,3
21,1,2,5,26,333,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,452,428.0,443.0,0.0,0.0,67,10,77,1
21,2,5,2,413,351,443.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,67.0,0.0,0.0,0.0,44,1,45,2
32,1,4,0,355,442,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,206.0,0.0,0.0,0.0,34,6,40,2
32,2,0,4,274,264,426.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,288,429,42.0,160.0,0.0,0.0,40,4,44,2
8,1,3,6,187,75,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,175.0,475.0,0.0,0.0,42,8,50,1
8,2,6,3,475,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,240,183.0,457.0,0.0,0.0,56,1,57,0
9,1,1,2,107,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,425.0,0.0,0.0,0.0,60,10,70,0
9,2,2,1,26,333,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,166,0.0,0.0,0.0,0.0,44,2,46,1
